nct_id,other_id,phase,source,subjects_affected,subjects_at_risk,arm,notes,,,,unq_name,type_label,name,ctg_str,ctg_str_original
NCT01508026,NAC-MD-01,Phase 3,Forest Laboratories,,,,,,,,valsartan,drugs,Nebivolol and Valsartan 1,valsartan 1,nebivolol and valsartan 1
NCT01508026,NAC-MD-01,Phase 3,Forest Laboratories,,,,,,,,valsartan,drugs,Nebivolol and Valsartan 2,valsartan 2,nebivolol and valsartan 2
NCT01508026,NAC-MD-01,Phase 3,Forest Laboratories,,,,,,,,valsartan,drugs,Nebivolol and Valsartan 3,valsartan 3,nebivolol and valsartan 3
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,telmisartan,drugs,Telmisartan/Amlodipine+Hydrochlorothiazide,telmisartan,telmisartan/amlodipine+hydrochlorothiazide
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,telmisartan,drugs,Telmisartan/Amlodipine,telmisartan,telmisartan/amlodipine
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,placebo,other,Placebo for Hydrochlorothiazide,placebo for hydrochlorothiazide,placebo for hydrochlorothiazide
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,amlodipine,drugs,Telmisartan/Amlodipine+Hydrochlorothiazide,amlodipine,telmisartan/amlodipine+hydrochlorothiazide
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,amlodipine,drugs,Telmisartan/Amlodipine,amlodipine,telmisartan/amlodipine
NCT02738632,ID-TAH-301,Phase 3,IlDong Pharmaceutical Co Ltd,,,,,,,,hydrochlorothiazide,drugs,Telmisartan/Amlodipine+Hydrochlorothiazide,hydrochlorothiazide,telmisartan/amlodipine+hydrochlorothiazide
NCT01075698,H21-1,Phase 4,Kumamoto University,,,,,,,,not a drug,other,Non-ARB (standard therapy),non-arb (standard therapy),non-arb (standard therapy)
NCT01075698,H21-1,Phase 4,Kumamoto University,,,,,,,,telmisartan,drugs,ARB (Telmisartan),arb (telmisartan),arb (telmisartan)
NCT00190580,620,Phase 4,KVT-Study Group,,,,,,,,valsartan,drugs,valsartan,valsartan,valsartan
NCT00190580,620,Phase 4,KVT-Study Group,,,,,,,,C02 ANTIHYPERTENSIVES,classes,Conventional antihypertensive drugs,conventional antihypertensive drugs,conventional antihypertensive drugs
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,lercanidipine,drugs,Lercanidipine 10mg,lercanidipine 10mg,lercanidipine 10mg
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,lercanidipine,drugs,Lercanidipine10mg /Valsartan 80mg,lercanidipine10mg,lercanidipine10mg /valsartan 80mg
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,lercanidipine,drugs,Lercanidipine 10mg /Valsartan 160mg,lercanidipine 10mg,lercanidipine 10mg /valsartan 160mg
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,placebo,other,Lercanidipin 10mg Placebo,lercanidipin 10mg placebo,lercanidipin 10mg placebo
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,lercanidipine,drugs,Lercanidipine10mg /Valsartan 80mg Placebo,lercanidipine10mg,lercanidipine10mg /valsartan 80mg placebo
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,lercanidipine,drugs,Lercanidipine 10mg /Valsartan 160mg Placebo,lercanidipine 10mg,lercanidipine 10mg /valsartan 160mg placebo
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,valsartan,drugs,Lercanidipine10mg /Valsartan 80mg,valsartan 80mg,lercanidipine10mg /valsartan 80mg
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,valsartan,drugs,Lercanidipine 10mg /Valsartan 160mg,valsartan 160mg,lercanidipine 10mg /valsartan 160mg
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,placebo,other,Lercanidipine10mg /Valsartan 80mg Placebo,valsartan 80mg placebo,lercanidipine10mg /valsartan 80mg placebo
NCT01928628,LG-ZVCL005,Phase 3,LG Life Sciences,,,,,,,,placebo,other,Lercanidipine 10mg /Valsartan 160mg Placebo,valsartan 160mg placebo,lercanidipine 10mg /valsartan 160mg placebo
NCT00129233,169,Phase 4,Nagoya University,,,,,,,,valsartan,drugs,Valsartan,valsartan,valsartan
NCT00129233,169,Phase 4,Nagoya University,,,,,,,,amlodipine,drugs,Amlodipine,amlodipine,amlodipine
NCT00154271,CVAH631DUS02,Phase 4,Novartis,,,,,,,,valsartan,drugs,"Valsartan, Valsartan HCT",valsartan,"valsartan, valsartan hct"
NCT00154271,CVAH631DUS02,Phase 4,Novartis,,,,,,,,valsartan,drugs,"Valsartan, Valsartan HCT",valsartan hct,"valsartan, valsartan hct"
NCT00170924,CVAL489AUS52,Phase 4,Novartis,,,,,,,,valsartan,drugs,Valsartan,valsartan,valsartan
NCT00170963,CVAA489A2305,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan/amlodipine,valsartan,valsartan/amlodipine
NCT00170963,CVAA489A2305,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan/amlodipine,amlodipine,valsartan/amlodipine
NCT00170989,CVAH631C2302,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan plus hydrochlorothiazide,valsartan,valsartan plus hydrochlorothiazide
NCT00170989,CVAH631C2302,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,valsartan plus hydrochlorothiazide,hydrochlorothiazide,valsartan plus hydrochlorothiazide
NCT00171002,CVAA489A2306,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan/amlodipine,valsartan,valsartan/amlodipine
NCT00171002,CVAA489A2306,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan/amlodipine,amlodipine,valsartan/amlodipine
NCT00171093,CVAS489A2316,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan + simvastatin,valsartan,valsartan + simvastatin
NCT00171093,CVAS489A2316,Phase 3,Novartis,,,,,,,,simvastatin,drugs,valsartan + simvastatin,simvastatin,valsartan + simvastatin
NCT00219024,CSPP100A2204,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219037,CSPP100A2302,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219063,CSPP100A2306,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219076,CSPP100A2305,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219089,CSPP100A2307,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219102,CSPP100A2310,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219115,CSPP100A2309,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219128,CSPP100A2308,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219154,CSPP100A2323,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219167,CSPP100A2324,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219180,CSPP100A2327,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00219193,CSPP100A2331,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00260923,CSPP100A2328,Phase 3,Novartis,,,,,,,,aliskiren,drugs,aliskiren,aliskiren,aliskiren
NCT00262236,CSPP100A2304,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren,aliskiren,aliskiren
NCT00273299,CVAH631D2301,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan plus hydrochlorothiazide,valsartan,valsartan plus hydrochlorothiazide
NCT00273299,CVAH631D2301,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,valsartan plus hydrochlorothiazide,hydrochlorothiazide,valsartan plus hydrochlorothiazide
NCT00277472,CVAH631BUS04,Phase 4,Novartis,,,,,,,,valsartan,drugs,Valsartan/Hydrochlorothiazide,valsartan,valsartan/hydrochlorothiazide
NCT00277472,CVAH631BUS04,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,HCTZ,hctz,hctz
NCT00277472,CVAH631BUS04,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,Valsartan/Hydrochlorothiazide,hydrochlorothiazide,valsartan/hydrochlorothiazide
NCT00280540,CVAH631BUS05,Phase 4,Novartis,,,,,,,,valsartan,drugs,Valsartan/Hydrochlorothiazide,valsartan,valsartan/hydrochlorothiazide
NCT00280540,CVAH631BUS05,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,Valsartan/Hydrochlorothiazide,hydrochlorothiazide,valsartan/hydrochlorothiazide
NCT00294710,CSPP100A2323E,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren,aliskiren,aliskiren
NCT00311740,CVAH631B1303,Phase 3,Novartis,,,,,,,,valsartan,drugs,Valsartan,valsartan,valsartan
NCT00311740,CVAH631B1303,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,Hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide
NCT00327145,CVAA489A2401,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan,valsartan,valsartan
NCT00327145,CVAA489A2401,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide
NCT00327145,CVAA489A2401,Phase 3,Novartis,,,,,,,,amlodipine,drugs,amlodipine,amlodipine,amlodipine
NCT00333489,CVAL489ABR02,Phase 4,Novartis,,,,,,,,valsartan,drugs,valsartan,valsartan,valsartan
NCT00343551,CSPP100A2351,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren,aliskiren,aliskiren
NCT00344110,CSPP100A1301,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren,aliskiren,aliskiren
NCT00350168,CVAA489A2403,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan + amlodipine,valsartan,valsartan + amlodipine
NCT00350168,CVAA489A2403,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan + amlodipine,amlodipine,valsartan + amlodipine
NCT00353912,CVAA489A2402,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan + amlodipine,valsartan,valsartan + amlodipine
NCT00353912,CVAA489A2402,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan + amlodipine,amlodipine,valsartan + amlodipine
NCT00385931,CVAS489A2301,Phase 3,Novartis,,,,,,,,valsartan,drugs,Valsartan and simvastatin,valsartan,valsartan and simvastatin
NCT00385931,CVAS489A2301,Phase 3,Novartis,,,,,,,,simvastatin,drugs,Valsartan and simvastatin,simvastatin,valsartan and simvastatin
NCT00386139,CSPP100A2332,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren/HCTZ,aliskiren,aliskiren/hctz
NCT00386139,CSPP100A2332,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,Aliskiren/HCTZ,hctz,aliskiren/hctz
NCT00387517,CSPP100A2333,Phase 3,Novartis,,,,,,,,aliskiren,drugs,Aliskiren/HCTZ,aliskiren,aliskiren/hctz
NCT00387517,CSPP100A2333,Phase 3,Novartis,,,,,,,,hydrochlorothiazide,drugs,Aliskiren/HCTZ,hctz,aliskiren/hctz
NCT00400777,CVEA489ABR01,Phase 4,Novartis,,,,,,,,valsartan,drugs,"Valsartan, hydrochlorothiazide and amlodipine",valsartan,"valsartan, hydrochlorothiazide and amlodipine"
NCT00400777,CVEA489ABR01,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,"Valsartan, hydrochlorothiazide and amlodipine",hydrochlorothiazide,"valsartan, hydrochlorothiazide and amlodipine"
NCT00400777,CVEA489ABR01,Phase 4,Novartis,,,,,,,,amlodipine,drugs,"Valsartan, hydrochlorothiazide and amlodipine",amlodipine,"valsartan, hydrochlorothiazide and amlodipine"
NCT00409643,CVAA489A2307,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan+amlodipine combination,valsartan,valsartan+amlodipine combination
NCT00409643,CVAA489A2307,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan,valsartan,valsartan
NCT00409643,CVAA489A2307,Phase 3,Novartis,,,,,,,,amlodipine,drugs,amlodipine,amlodipine,amlodipine
NCT00409643,CVAA489A2307,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan+amlodipine combination,amlodipine combination,valsartan+amlodipine combination
NCT00409760,CVAA489A2201,Phase 3,Novartis,,,,,,,,valsartan,drugs,"valsartan+amlodipine combination, valsartan, amlodipine",valsartan,"valsartan+amlodipine combination, valsartan, amlodipine"
NCT00409760,CVAA489A2201,Phase 3,Novartis,,,,,,,,amlodipine,drugs,"valsartan+amlodipine combination, valsartan, amlodipine",amlodipine combination,"valsartan+amlodipine combination, valsartan, amlodipine"
NCT00409760,CVAA489A2201,Phase 3,Novartis,,,,,,,,valsartan,drugs,"valsartan+amlodipine combination, valsartan, amlodipine",valsartan,"valsartan+amlodipine combination, valsartan, amlodipine"
NCT00409760,CVAA489A2201,Phase 3,Novartis,,,,,,,,amlodipine,drugs,"valsartan+amlodipine combination, valsartan, amlodipine",amlodipine,"valsartan+amlodipine combination, valsartan, amlodipine"
NCT00409851,CVAA489A2201E1,Phase 3,Novartis,,,,,,,,valsartan,drugs,valsartan+amlodipine,valsartan,valsartan+amlodipine
NCT00409851,CVAA489A2201E1,Phase 3,Novartis,,,,,,,,amlodipine,drugs,valsartan+amlodipine,amlodipine,valsartan+amlodipine
NCT00425997,CVAH631BUS07,Phase 4,Novartis,,,,,,,,amlodipine,drugs,amlodipine,amlodipine,amlodipine
NCT00425997,CVAH631BUS07,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,HCTZ,hctz,hctz
NCT00425997,CVAH631BUS07,Phase 4,Novartis,,,,,,,,valsartan,drugs,Valsartan/HCTZ,valsartan,valsartan/hctz
NCT00425997,CVAH631BUS07,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,Valsartan/HCTZ,hctz,valsartan/hctz
NCT00439738,CVAH631BUS06,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,HCTZ + Amlodipine,hctz,hctz + amlodipine
NCT00439738,CVAH631BUS06,Phase 4,Novartis,,,,,,,,valsartan,drugs,Valsartan/HCTZ,valsartan,valsartan/hctz
NCT00439738,CVAH631BUS06,Phase 4,Novartis,,,,,,,,amlodipine,drugs,HCTZ + Amlodipine,amlodipine,hctz + amlodipine
NCT00439738,CVAH631BUS06,Phase 4,Novartis,,,,,,,,hydrochlorothiazide,drugs,Valsartan/HCTZ,hctz,valsartan/hctz
NCT00134160,38457,Phase 4,OSCAR Study,,,,,,,,olmesartan,drugs,Olmesartan medoxomil,olmesartan medoxomil,olmesartan medoxomil
NCT00134160,38457,Phase 4,OSCAR Study,,,,,,,,amlodipine,drugs,"Calcium channel blockers (amlodipine, azelnidipine)",calcium channel blockers (amlodipine,"calcium channel blockers (amlodipine, azelnidipine)"
NCT00134160,38457,Phase 4,OSCAR Study,,,,,,,,azelnidipine,drugs,"Calcium channel blockers (amlodipine, azelnidipine)",azelnidipine),"calcium channel blockers (amlodipine, azelnidipine)"
NCT00264212,R_8791,Phase 4,Sanofi,,,,,,,,irbesartan,drugs,irbesartan and irbesartan-hydrochlorothiazide,irbesartan,irbesartan and irbesartan-hydrochlorothiazide
NCT00264212,R_8791,Phase 4,Sanofi,,,,,,,,hydrochlorothiazide,drugs,irbesartan and irbesartan-hydrochlorothiazide,irbesartan-hydrochlorothiazide,irbesartan and irbesartan-hydrochlorothiazide
NCT00296218,PM_C_0024|EudraCT #: 2005-002161-36,Phase 3,Sanofi,,,,,,,,irbesartan,drugs,Irbesartan,irbesartan,irbesartan
NCT00500604,IRBEH_R_02584,Phase 4,Sanofi,,,,,,,,irbesartan,drugs,Irbesartan/hydrochlorothiazide,irbesartan,irbesartan/hydrochlorothiazide
NCT00500604,IRBEH_R_02584,Phase 4,Sanofi,,,,,,,,valsartan,drugs,Valsartan/hydrochlorothiazide,valsartan,valsartan/hydrochlorothiazide
NCT00500604,IRBEH_R_02584,Phase 4,Sanofi,,,,,,,,hydrochlorothiazide,drugs,Hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide
NCT00500604,IRBEH_R_02584,Phase 4,Sanofi,,,,,,,,hydrochlorothiazide,drugs,Irbesartan/hydrochlorothiazide,hydrochlorothiazide,irbesartan/hydrochlorothiazide
NCT00500604,IRBEH_R_02584,Phase 4,Sanofi,,,,,,,,hydrochlorothiazide,drugs,Valsartan/hydrochlorothiazide,hydrochlorothiazide,valsartan/hydrochlorothiazide
NCT00956644,IRBAM_R_04220,Phase 3,Sanofi,,,,,,,,irbesartan,drugs,irbesartan/amlodipine,irbesartan,irbesartan/amlodipine
NCT00956644,IRBAM_R_04220,Phase 3,Sanofi,,,,,,,,amlodipine,drugs,amlodipine,amlodipine,amlodipine
NCT00956644,IRBAM_R_04220,Phase 3,Sanofi,,,,,,,,amlodipine,drugs,irbesartan/amlodipine,amlodipine,irbesartan/amlodipine
NCT00957554,IRBAM_R_04219,Phase 3,Sanofi,,,,,,,,irbesartan,drugs,irbesartan/amlodipine,irbesartan,irbesartan/amlodipine
NCT00957554,IRBAM_R_04219,Phase 3,Sanofi,,,,,,,,irbesartan,drugs,irbesartan,irbesartan,irbesartan
NCT00957554,IRBAM_R_04219,Phase 3,Sanofi,,,,,,,,amlodipine,drugs,irbesartan/amlodipine,amlodipine,irbesartan/amlodipine
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,telmisartan,drugs,Telmisartan plus Metformin,telmisartan,telmisartan plus metformin
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,telmisartan,drugs,Telmisartan,telmisartan,telmisartan
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,candesartan,drugs,Candesartan,candesartan,candesartan
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,candesartan,drugs,Candesartan plus Metformin,candesartan,candesartan plus metformin
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,amlodipine,drugs,Amlodipine,amlodipine,amlodipine
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,amlodipine,drugs,Amlodipine plus Metformin,amlodipine,amlodipine plus metformin
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,metformin,drugs,Telmisartan plus Metformin,metformin,telmisartan plus metformin
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,metformin,drugs,Candesartan plus Metformin,metformin,candesartan plus metformin
NCT00538486,HOT-ACME 1,Phase 4,Third Military Medical University,,,,,,,,metformin,drugs,Amlodipine plus Metformin,metformin,amlodipine plus metformin
